onet_code,reported_title
37-2012.00,Cottage Attendant
37-2012.00,Environmental Services Aide
37-2012.00,Environmental Services Worker
37-2012.00,Guest Room Attendant (GRA)
37-2012.00,Housekeeper
37-2012.00,Housekeeping Laundry Worker
37-2012.00,Room Cleaner
37-2021.00,Commercial Pest Control Technician (Commercial Pest Control Tech)
37-2021.00,Exterminator
37-2021.00,Pest Control Applicator
37-2021.00,Pest Control Chemical Technician (Pest Control Chemical Tech)
37-2021.00,Pest Control Operator
37-2021.00,Pest Control Technician (Pest Control Tech)
37-2021.00,Pest Technician (Pest Tech)
37-2021.00,Residential Pest Control Technician (Residential Pest Control Tech)
37-2021.00,Route Technician (Route Tech)
37-2021.00,Termite Technician (Termite Tech)
37-3011.00,Athletic Fieldskeeper
37-3011.00,Greenskeeper
37-3011.00,Grounds Maintenance Worker
37-3011.00,Grounds Specialist
37-3011.00,Groundskeeper
37-3011.00,Groundsman
37-3011.00,Landscape Specialist
37-3011.00,Landscape Technician (Landscape Tech)
37-3011.00,Landscaper
37-3011.00,Outside Maintenance Worker
37-3012.00,Applicator
37-3012.00,Chemical Applicator
37-3012.00,Herbicide Applicator
37-3012.00,IPM Technician (Integrated Pest Management Technician)
37-3012.00,Lawn Specialist
37-3012.00,Pesticide Applicator
37-3012.00,Shrub Technician (Shrub Tech)
37-3012.00,Spray Applicator
37-3012.00,Spray Technician (Spray Tech)
37-3012.00,Sprayer
37-3013.00,Arborist
37-3013.00,Climber
37-3013.00,Grounds Worker
37-3013.00,Groundsman
37-3013.00,Laborer
37-3013.00,Plant Health Care Technician
37-3013.00,Tree Climber
37-3013.00,Tree Trimmer
37-3013.00,Trimmer
39-1013.00,Casino Manager
39-1013.00,Casino Shift Manager (CSM)
39-1013.00,Floor Supervisor
39-1013.00,Pit Boss
39-1013.00,Pit Supervisor
39-1013.00,Slot Floor Person
39-1013.00,Slot Shift Manager
39-1013.00,Slot Shift Supervisor
39-1013.00,Slot Supervisor
39-1013.00,Table Games Supervisor
39-1014.00,Caddymaster
39-1014.00,Community Life Director
39-1014.00,Guest Services Manager
39-1014.00,Guest Services Supervisor
39-1014.00,Hair Salon Manager
39-1014.00,Recreation Coordinator
39-1014.00,Recreation Supervisor
39-1014.00,Salon Manager
39-1014.00,Summer Camp Supervisor
39-1014.00,Visitor Experience Supervisor
39-1022.00,Adult Family Home Program Manager
39-1022.00,Aquatics Supervisor
39-1022.00,Bar and Restaurant Manager
39-1022.00,Clinical Care Coordinator
39-1022.00,Clinical Coordinator
39-1022.00,Clinical Services Program Manager
39-1022.00,Direct Care Supervisor
39-1022.00,Housekeeping Supervisor
39-1022.00,Resident Care Supervisor
39-2011.00,Agility Instructor
39-2011.00,Dog Obedience Instructor
39-2011.00,Dog Trainer
39-2011.00,Guide Dog Instructor
39-2011.00,Guide Dog Mobility Instructor (GDMI)
39-2011.00,Guide Dog Trainer
39-2011.00,Horse Trainer
39-2011.00,Racehorse Trainer
39-2011.00,Service Dog Trainer
39-2011.00,Trainer
39-2021.00,Animal Care Giver (ACG)
39-2021.00,Aquarist
39-2021.00,Dog Bather
39-2021.00,Dog Groomer
39-2021.00,Groomer
39-2021.00,Kennel Attendant
39-2021.00,Kennel Technician (Kennel Tech)
39-2021.00,Pet Groomer
39-2021.00,Pet Stylist
39-2021.00,Zookeeper
39-3011.00,Black Jack Dealer
39-3011.00,Blackjack Dealer
39-3011.00,Card Dealer
39-3011.00,Casino Dealer
39-3011.00,Dealer
39-3011.00,Dual Rate Dealer
39-3011.00,Games Dealer
39-3011.00,Poker Dealer
39-3011.00,Table Games Dealer
39-3011.00,Twenty-One Dealer
39-3012.00,Bingo Caller
39-3012.00,Casino Attendant
39-3012.00,Casino Floor Runner
39-3012.00,Casino Runner
39-3012.00,Floor Runner
39-3012.00,Gaming Floor Attendant
39-3012.00,Keno Attendant
39-3012.00,Keno Runner
39-3012.00,Racebook Writer
39-3012.00,Sportsbook Writer
39-3021.00,Booth Operator
39-3021.00,Cinema Projectionist
39-3021.00,Digital Projectionist
39-3021.00,Film Specialist
39-3021.00,Motion Picture Projectionist
39-3021.00,Movie Projectionist
39-3021.00,Projection Technician
39-3021.00,Projectionist
39-3021.00,Projector Booth Operator
39-3021.00,Technical Projection Guide
39-3031.00,Lobby Attendant
39-3031.00,Theater Attendant
39-3031.00,Theatre Usher
39-3031.00,Ticket Attendant
39-3031.00,Ticket Taker
39-3031.00,Usher
39-3031.00,Visitor Services Assistant
39-3031.00,Visitor Services Associate
39-3031.00,Visitor Services Representative
39-3031.00,Visitor Services Specialist
39-3091.00,Activities Attendant
39-3091.00,Coaster Attendant
39-3091.00,Golf Course Ranger
39-3091.00,Golf Course Starter
39-3091.00,Recreation Aide
39-3091.00,Recreation Attendant
39-3091.00,Recreation Clerk
39-3091.00,Ride Operator
39-3091.00,Ski Lift Operator
39-3091.00,Sports Complex Attendant
39-3092.00,Costume Draper
39-3092.00,Costume Seamstress
39-3092.00,Costumer
39-3092.00,Draper
39-3092.00,Dresser
39-3092.00,Wardrobe Assistant
39-3092.00,Wardrobe Attendant
39-3092.00,Wardrobe Supervisor
39-3093.00,Attendant
39-3093.00,Coat Check Attendant
39-3093.00,Coat Checker
39-3093.00,Coat Room Attendant
39-3093.00,Fitting Room Attendant
39-3093.00,Ladies Locker Room Attendant
39-3093.00,Locker Attendant
39-3093.00,Locker Room Attendant
39-3093.00,Mens Locker Room Attendant
39-3093.00,Spa Attendant
39-4011.00,Embalmer
39-4011.00,Licensed Embalmer
39-4011.00,Trade Embalmer
39-4021.00,Funeral Assistant
39-4021.00,Funeral Associate
39-4021.00,Funeral Attendant
39-4021.00,Funeral Director
39-4021.00,Funeral Greeter
39-4021.00,Funeral Home Assistant
39-4021.00,Funeral Home Associate
39-4021.00,Funeral Home Attendant
39-4031.00,Funeral Arrangement Director
39-4031.00,Funeral Arranger
39-4031.00,Funeral Counselor
39-4031.00,Funeral Director
39-4031.00,Funeral Family Service Assistant
39-4031.00,Funeral Location Manager
39-4031.00,Funeral Prearrangement Counselor
39-4031.00,Licensed Funeral Director
39-4031.00,Licensed Mortician
39-4031.00,Mortician
39-5011.00,Barber Shop Operator
39-5011.00,Barber Stylist
39-5011.00,Hair Stylist
39-5011.00,Stylist
39-5012.00,Beautician
39-5012.00,Beauty Specialist
39-5012.00,Cosmetologist
39-5012.00,Hair Artist
39-5012.00,Hair Dresser
39-5012.00,Hair Stylist
39-5012.00,Hairdresser
39-5012.00,Hairstylist
39-5012.00,Lash Technician (Lash Tech)
39-5012.00,Stylist
39-5091.00,Commercial Makeup Artist (Commercial MUA)
39-5091.00,Hair and Makeup Designer
39-5091.00,Makeup Artist (MUA)
39-5091.00,Prosthetic Makeup Designer
39-5091.00,Special Effects Makeup Artist (Special Effects MUA)
39-5091.00,Special Makeup Effects Artist
39-5091.00,TV and Film Makeup Artist (Television and Film Makeup Artist)
39-5092.00,Manicurist
39-5092.00,Nail Technician (Nail Tech)
39-5092.00,Pedicurist
39-5093.00,Hair Assistant
39-5093.00,Shampoo Assistant
39-5093.00,Shampoo Person
39-5093.00,Shampoo Technician
39-5093.00,Shampooer
39-5093.00,Stylist Assistant
39-5094.00,Aesthetician
39-5094.00,Clinical Esthetician
39-5094.00,Electrologist
39-5094.00,Esthetician
39-5094.00,Facialist
39-5094.00,Medical Esthetician
39-5094.00,Skin Therapist
39-5094.00,Skincare Specialist
39-5094.00,Skincare Therapist
39-5094.00,Spa Technician (Spa Tech)
39-6011.00,Bell Captain
39-6011.00,Bell Person
39-6011.00,Bellhop
39-6011.00,Bellman
39-6011.00,Bellperson
39-6011.00,Doorman
39-6011.00,Ground Support Agent
39-6011.00,Sky Cap
39-6011.00,Skycap
39-6011.00,Valet
39-6012.00,Activities Concierge
39-6012.00,Chef Concierge
39-6012.00,Club Concierge
39-6012.00,Concierge
39-6012.00,Conference Concierge
39-6012.00,Front Desk Agent
39-6012.00,Guest Service Agent
39-6012.00,Hotel Concierge
39-6012.00,Lobby Concierge
39-6012.00,Service Concierge
39-7011.00,Art Museum Docent
39-7011.00,Discovery Guide
39-7011.00,Docent
39-7011.00,Guide
39-7011.00,Historical Interpreter
39-7011.00,Museum Docent
39-7011.00,Museum Educator
39-7011.00,Museum Guide
39-7011.00,Science Interpreter
39-7011.00,Tour Guide
39-7012.00,Cruise Counselor
39-7012.00,Guide
39-7012.00,Naturalist Guide
39-7012.00,Tour Coordinator
39-7012.00,Tour Escort
39-7012.00,Tour Manager
39-7012.00,Tour Operations Specialist
39-7012.00,Tour Operator
39-7012.00,Travel Consultant
39-7012.00,Whitewater Rafting Guide
39-9011.00,Caregiver
39-9011.00,Child Care Worker
39-9011.00,Child Caregiver
39-9011.00,Childcare Provider
39-9011.00,Childcare Worker
39-9011.00,Daycare Teacher
39-9011.00,Daycare Worker
39-9011.00,Infant Teacher
39-9011.00,Toddler Teacher
39-9011.01,Family Assistant
39-9011.01,Family Manager
39-9011.01,Governess
39-9011.01,House Manager
39-9011.01,Household Manager
39-9011.01,Nanny
39-9011.01,Special Needs Nanny
39-9011.01,Travel Nanny
39-9031.00,Aerobics Instructor
39-9031.00,Fitness Instructor
39-9031.00,Fitness Specialist
39-9031.00,Fitness Trainer
39-9031.00,Group Exercise Instructor
39-9031.00,Group Fitness Instructor
39-9031.00,Personal Trainer
39-9031.00,Private Trainer
39-9031.00,Strength and Conditioning Coach
39-9031.00,Yoga Instructor
39-9032.00,Activities Assistant
39-9032.00,Activities Director
39-9032.00,Activity Aide
39-9032.00,Activity Assistant
39-9032.00,Activity Coordinator
39-9032.00,Activity Director
39-9032.00,Recreation Assistant
39-9032.00,Recreation Coordinator
39-9032.00,Recreation Supervisor
39-9041.00,Hall Coordinator
39-9041.00,Residence Director
39-9041.00,Residence Hall Director
39-9041.00,Residence Life Coordinator
39-9041.00,Residence Life Director
39-9041.00,Resident Advisor
39-9041.00,Resident Assistant
39-9041.00,Resident Director
39-9041.00,Residential Coordinator
39-9041.00,Residential Life Director
41-1011.00,Bakery Manager
41-1011.00,Delicatessen Manager
41-1011.00,Department Manager
41-1011.00,Department Supervisor
41-1011.00,Grocery Manager
41-1011.00,Key Carrier
41-1011.00,Meat Department Manager
41-1011.00,Parts Sales Manager
41-1011.00,Shift Manager
41-1011.00,Store Manager
41-1012.00,Customer Service Department Supervisor
41-1012.00,Customer Service Supervisor
41-1012.00,Driver Sales Supervisor
41-1012.00,Information Center Supervisor
41-1012.00,Inside Sales Supervisor
41-1012.00,Reservations Supervisor
41-1012.00,Sales Department Supervisor
41-1012.00,Sales Leader
41-1012.00,Sales Supervisor
41-1012.00,Sales Team Leader
41-2011.00,Cage Cashier
41-2011.00,Cashier
41-2011.00,Center Aisle Cashier
41-2011.00,Central Aisle Cashier
41-2011.00,Checker
41-2011.00,Customer Assistant
41-2011.00,Sales Associate
41-2011.00,Store Attendant
41-2011.00,Store Clerk
41-2011.00,Toll Collector
41-2012.00,Booth Cashier
41-2012.00,Cage Cashier
41-2012.00,Cashier
41-2012.00,Casino Banker
41-2012.00,Casino Cashier
41-2012.00,Change Person
41-2012.00,Slot Attendant
41-2012.00,Slot Floor Person
41-2012.00,Slot Technician
41-2012.00,Vault Cashier
41-2021.00,Counter Clerk
41-2021.00,Counter Service Representative
41-2021.00,Leasing Consultant
41-2021.00,Rental Agent
41-2021.00,Rental Assistant
41-2021.00,Rental Associate
41-2021.00,Rental Clerk
41-2021.00,Rental Counter Clerk
41-2021.00,Rental Sales Representative
41-2021.00,Video Clerk
41-2022.00,Parts Advisor
41-2022.00,Parts Consultant
41-2022.00,Parts Counter Salesperson
41-2022.00,Parts Counterman
41-2022.00,Parts Counterperson
41-2022.00,Parts Person
41-2022.00,Parts Salesman
41-2022.00,Parts Salesperson
41-2022.00,Parts Specialist
41-2022.00,Wholesale Parts Salesperson
41-2031.00,Car Salesman
41-2031.00,Customer Assistant
41-2031.00,Retail Salesperson
41-2031.00,Sales Associate
41-2031.00,Sales Clerk
41-2031.00,Sales Consultant
41-2031.00,Sales Person
41-2031.00,Sales Representative
41-2031.00,Salesman
41-3011.00,Advertising Account Executive
41-3011.00,Advertising Account Representative
41-3011.00,Advertising Consultant
41-3011.00,Advertising Representative
41-3011.00,Advertising Sales Representative (Ad Sales Representative)
41-3011.00,Directory Advertising Sales Representative (Directory Advertising Sales Rep)
41-3011.00,Display Advertising Sales Representative (Display Advertising Sales Rep)
41-3011.00,Media Consultant
41-3011.00,Multimedia Sales Consultant
41-3011.00,Retail Advertising Account Executive
41-3021.00,Insurance Agent
41-3021.00,Insurance Broker
41-3021.00,Insurance Sales Agent
41-3021.00,Sales Agent
41-3021.00,Sales Associate
41-3021.00,Sales Representative
41-3021.00,Underwriting Sales Representative
41-3031.00,Broker
41-3031.00,Commodities Broker
41-3031.00,Equity Trader
41-3031.00,Financial Advisor
41-3031.00,Financial Consultant
41-3031.00,Investment Representative
41-3031.00,Investments Advisor
41-3031.00,Investments Specialist
41-3031.00,Personal Banker
41-3031.00,Trader
41-3041.00,Auto Travel Counselor
41-3041.00,Beach Expert
41-3041.00,Corporate Travel Consultant
41-3041.00,Destination Specialist
41-3041.00,International Travel Consultant
41-3041.00,Tour Coordinator
41-3041.00,Tour Counselor
41-3041.00,Travel Agent
41-3041.00,Travel Consultant
41-3041.00,Travel Counselor
41-3091.00,National Sales Executive
41-3091.00,Sales Representative (Sales Rep)
41-4011.00,Inside Sales Representative
41-4011.00,Marketing Representative
41-4011.00,Sales Representative
41-4011.07,Energy Consultant
41-4011.07,Sales Associate
41-4011.07,Sales Consultant
41-4011.07,Sales Representative (Sales Rep)
41-4011.07,Salesman
41-4011.07,Solar Consultant
41-4011.07,Solar Energy Consultant
41-4011.07,Solar Sales Consultant
41-4011.07,Solar Sales Representative (Solar Sales Rep)
41-4011.07,Solar Sales Specialist
41-4012.00,Account Representative
41-4012.00,Customer Account Technician
41-4012.00,Inside Salesperson
41-4012.00,Outside Sales Representative
41-4012.00,Route Sales Representative
41-4012.00,Sales Consultant
41-4012.00,Sales Professional
41-4012.00,Sales Representative (Sales Rep)
41-4012.00,Salesman
41-4012.00,Salesperson
41-9011.00,Brand Ambassador
41-9011.00,Demo Specialist (Demonstration Specialist)
41-9011.00,Demonstrator
41-9011.00,Event Specialist
41-9011.00,Field Merchandiser
41-9011.00,Food Demonstrator
41-9011.00,In Store Demonstrator
41-9011.00,Merchandiser
41-9011.00,Product Ambassador
41-9011.00,Product Demonstrator
41-9012.00,Art Class Model
41-9012.00,Art Model
41-9012.00,Artist's Model
41-9012.00,Figure Model
41-9012.00,Fine Arts Model
41-9012.00,Life Drawing Model
41-9012.00,Model
41-9012.00,Nude Model
41-9012.00,Studio Model
41-9012.00,Undraped Artist Model
41-9021.00,Broker
41-9021.00,Broker Associate
41-9021.00,Commercial Leasing Broker
41-9021.00,Commercial Real Estate Advisor
41-9021.00,Commercial Real Estate Broker
41-9021.00,Designated Broker
41-9021.00,Managing Broker
41-9021.00,Real Estate Associate
41-9021.00,Real Estate Sales Associate
41-9021.00,Realtor
41-9022.00,Real Estate Agent
41-9022.00,Real Estate Salesperson
41-9022.00,Realtor
41-9022.00,Realtor Associate
41-9031.00,Business Development Engineer
41-9031.00,Inside Sales Engineer
41-9031.00,Product Sales Engineer
41-9031.00,Sales Applications Engineer
41-9031.00,Sales Engineer
41-9031.00,Technical Marketing Engineer
41-9031.00,Technical Sales Engineer
41-9041.00,Call Agent
41-9041.00,Inside Sales Representative (Inside Sales Rep)
41-9041.00,Telemarketer
41-9041.00,Telemarketing Sales Representative (Telemarketing Sales Rep)
41-9041.00,Telephone Sales Representative (TSR)
41-9041.00,Telephone Service Representative (TSR)
41-9041.00,Telesales Representative (Telesales Rep)
41-9041.00,Telesales Specialist
41-9091.00,Direct Sales Coach
41-9091.00,Door-to-Door Sales Trainer
41-9091.00,Independent Beauty Consultant
41-9091.00,Independent Distributor
41-9091.00,Independent Sales Associate
41-9091.00,Independent Sales Representative
41-9091.00,Sales Representative (Sales Rep)
41-9091.00,Street Vendor
43-1011.00,Accounting Manager
43-1011.00,Accounts Payable Supervisor
43-1011.00,Accounts Receivable Manager
43-1011.00,Administrative Supervisor
43-1011.00,Customer Service Manager
43-1011.00,Customer Service Supervisor
43-1011.00,Office Coordinator
43-1011.00,Office Manager
43-1011.00,Office Supervisor
43-1011.00,Staff Services Manager
43-2011.00,CBX Operator (Computerized Branch Exchange Operator)
43-2011.00,Central Communications Specialist
43-2011.00,Communications Operator
43-2011.00,Communications Specialist
43-2011.00,Information Specialist
43-2011.00,PBX Operator (Private Branch Exchange Operator)
43-2011.00,Switchboard Operator (SB Operator)
43-2011.00,Switchboard Receptionist (SB Receptionist)
43-2011.00,Telecommunications Clerk
43-2011.00,Telecommunications Operator
43-2021.00,411 Directory Assistance Operator (411 Directory Assistance Op)
43-2021.00,Directory Assistance Operator (Directory Assistance Op)
43-2021.00,Information Specialist
43-2021.00,Live Source Operator (Live Source Op)
43-2021.00,Long Distance Operator (LD Operator)
43-2021.00,PBX Operator (Post Box Exchange Operator)
43-2021.00,Phone Operator (Telephone Operator)
43-2021.00,Phone Secretary (Telephone Secretary)
43-2021.00,TELECOM Op (Telecommunications Operator)
43-2021.00,Toll Operator (Toll Op)
43-3011.00,Account Representative
43-3011.00,Accounts Receivable Specialist (AR Specialist)
43-3011.00,Collection Agent
43-3011.00,Collection Specialist
43-3011.00,Collector
43-3011.00,Debt Collector
43-3011.00,Patient Access Specialist
43-3011.00,Patient Account Representative
43-3011.00,Telephone Collector
43-3021.00,Biller
43-3021.00,Billing Accounts Representative
43-3021.00,Billing Clerk
43-3021.00,Billing Coordinator
43-3021.00,Billing Specialist
43-3021.00,IP Clerk (Item Processing Clerk)
43-3021.00,Pre Audit Clerk
43-3021.00,Statement Clerk
43-3021.00,Statement Distribution Clerk
43-3031.00,Account Clerk
43-3031.00,Accounting Assistant
43-3031.00,Accounting Associate
43-3031.00,Accounting Clerk
43-3031.00,Accounting Specialist
43-3031.00,Accounting Technician
43-3031.00,Accounts Payable Clerk
43-3031.00,Accounts Payable Specialist
43-3031.00,Accounts Payables Clerk
43-3031.00,Accounts Receivable Clerk
43-3041.00,Cage and Players Club Rep (Cage and Players Club Representative)
43-3041.00,Cage Cashier
43-3041.00,Casino Cage Cashier
43-3041.00,Casino Cashier
43-3041.00,Casino Services Rep (Casino Services Representative)
43-3041.00,Dual Rate Banker
43-3041.00,Gaming Cage Worker
43-3041.00,Gaming Cashier
43-3041.00,Mutuel Clerk
43-3041.00,Vault Cashier
43-3051.00,Payroll Assistant
43-3051.00,Payroll Clerk
43-3051.00,Payroll Coordinator
43-3051.00,Payroll Representative
43-3051.00,Payroll Specialist
43-3051.00,Payroll Technician
43-3051.00,Personnel Assistant
43-3051.00,Personnel Technician
